ID,Pillar,Track,Hook,Concept,Script,Seedance Prompt,Status,Video URL,iZop Caption,Guy Caption,Hashtags,UTM Campaign,Scheduled Date,Slot Time,Platforms Posted,Series
77,Guy Meta How-To,B,Seedance timeline prompt walkthrough.,Seedance timeline prompt template walkthrough,"Beat one: wide, drone pull-out. Beat two: medium, gimbal orbit. Beat three: close-up, locked-off. One camera move per beat. That's the Seedance timeline template. Comment PROMPT.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen writing on whiteboard three timeline beats, teaching camera moves per beat. Subject still or slow natural movement only. Camera: slow dolly out revealing whiteboard. Expression: writing timeline beats on board. Lighting: bright teaching studio light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: explaining with marker point.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: teacher satisfaction smile. Lighting: bright teaching studio light.

Audio: marker on whiteboard squeak, no music, clear dialogue space.
Style: whiteboard tutorial cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_howto,2026-08-08,09:00 ET,,guy_meta_howto
78,Guy Meta How-To,B,"8 platforms, one scheduling tool.",8 platforms one scheduling tool,"Eight platforms. One tool. I built iZop because I was tired of copy-pasting to Instagram, TikTok, YouTube, Facebook, X, LinkedIn, Threads, and Pinterest. Try it free.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen arranging eight platform cards on desk, then sweeping them into single iZop card. Subject still or slow natural movement only. Camera: slow overhead top-down revealing cards. Expression: arranging eight platform cards. Lighting: clean product demo lighting.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: merges into one, satisfaction.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: product builder pride. Lighting: clean product demo lighting.

Audio: card shuffle, satisfying merge, no music, clear dialogue space.
Style: product demo cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_howto,2026-08-08,18:00 ET,,guy_meta_howto
79,Guy Meta How-To,B,Why I built iZop — 15 seconds.,why I built iZop founder story 15 sec,I built iZop because I hated managing social media. Sunday scheduling. Comment dread. Analytics confusion. So I made an AI you talk to instead. Free at izop.ai.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen direct sincere founder talk to camera, startup office background, authentic energy. Subject still or slow natural movement only. Camera: slow dolly in toward founder. Expression: sincere founder reflection. Lighting: authentic founder natural window light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level intimate. Expression: passionate direct eye contact.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: determined builder smile. Lighting: authentic founder natural window light.

Audio: startup office ambient, no music, clear dialogue space.
Style: founder story documentary cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_howto,2026-08-09,09:00 ET,,guy_meta_howto
80,Guy Meta How-To,B,AI video vs real — can you tell?,AI video vs real can you tell,"AI video or real? That was Seedance. 12 seconds. One prompt. This is the quality bar in 2026. If you're not making AI video content yet, you're already behind.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen split screen AI avatar vs real footage, challenging viewer to guess. Subject still or slow natural movement only. Camera: slow dolly out revealing split comparison. Expression: challenge pose between splits. Lighting: matched lighting both sides for fair comparison.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, game show host energy.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: reveal smirk. Lighting: matched lighting both sides for fair comparison.

Audio: game show tension subtle, no music, clear dialogue space.
Style: challenge format cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_howto,2026-08-09,18:00 ET,,guy_meta_howto
81,Guy Meta Results,B,Volcano video hit 100K views.,volcano video hit 100K views,This volcano video hit 100K views. One Seedance prompt. Absurdist hook. Scheduled everywhere with iZop. The formula: extreme location plus product benefit plus cinematic camera moves.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen showing phone with view count, excited but grounded reaction. Subject still or slow natural movement only. Camera: slow dolly in toward phone reveal. Expression: showing phone screen to camera. Lighting: phone screen glow on excited face.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: excited but grounded reaction.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: humble flex smile. Lighting: phone screen glow on excited face.

Audio: notification celebration subtle, no music, clear dialogue space.
Style: results reveal cinematic UGC.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-10,09:00 ET,,guy_meta_results
82,Guy Meta Results,B,Comment-reply demo drove 50 signups.,comment reply demo 50 signups,One demo video showing iZop bulk-reply. 50 signups in 48 hours. Not luck — product-market fit plus distribution. The tool works. The content proves it.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen showing signup analytics dashboard, pointing at spike from video. Subject still or slow natural movement only. Camera: slow dolly out revealing analytics screen. Expression: pointing at signup spike. Lighting: screen glow, data-driven.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: direct eye contact, results pride.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: builder satisfaction nod. Lighting: screen glow, data-driven.

Audio: success notification tone, no music, clear dialogue space.
Style: results data cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-10,18:00 ET,,guy_meta_results
83,Guy Meta Results,B,Agency owner DM'd me after this.,agency owner DM'd me after this post,Agency owner DM'd me: replaced three tools with iZop. Ten client brands. One dashboard. That's the validation that matters. Built for people who manage social professionally.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen reading excited DM on phone from agency owner, genuine surprise and gratitude. Subject still or slow natural movement only. Camera: slow dolly in toward phone DM. Expression: reading DM with genuine surprise. Lighting: natural cafe window light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, grateful energy.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: validated builder smile. Lighting: natural cafe window light.

Audio: cafe ambient, notification, no music, clear dialogue space.
Style: social proof cinematic authentic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-11,09:00 ET,,guy_meta_results
84,Guy Meta Results,B,0 to 500 scheduled posts per month.,0 to 500 scheduled posts per month,Zero scheduled posts to 500 per month across iZop users. Batch scheduling in one chat. This is what happens when you stop managing and start talking to your social media.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen calendar filling rapidly with scheduled posts, counter ticking up to 500. Subject still or slow natural movement only. Camera: slow dolly out revealing filling calendar. Expression: watching counter climb. Lighting: green growth glow from calendar.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: 500 reached, disbelief smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: scale confidence. Lighting: green growth glow from calendar.

Audio: counter tick acceleration, no music, clear dialogue space.
Style: growth metrics cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-11,18:00 ET,,guy_meta_results
85,Guy Meta Results,B,Why absurd marketing works in 2026.,why absurd marketing works in 2026,Absurd marketing works because pattern interrupt beats polish. Volcano plus AI social manager? You stop scrolling. That's the game in 2026. Be weird. Be useful. Link in bio.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen presenting casually with absurd prop, TED-talk energy but short-form. Subject still or slow natural movement only. Camera: slow dolly out revealing presentation setup. Expression: thoughtful presentation gesture. Lighting: presentation spotlight.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, thesis delivery.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: conviction nod. Lighting: presentation spotlight.

Audio: audience murmur subtle, no music, clear dialogue space.
Style: thought leadership cinematic short.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-12,09:00 ET,,guy_meta_results
86,Guy Meta Results,B,My content system in 60 seconds.,content system in 60 seconds,Step one: Seedance prompt. Step two: generate avatar video. Step three: write 12-second script. Step four: schedule on iZop to 8 platforms. Repeat 100 times. That's the system.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen rapid visual walkthrough: prompt, generate, script, schedule — four steps gestured. Subject still or slow natural movement only. Camera: slow tracking shot across four workflow stations. Expression: gesturing step one prompt. Lighting: clean efficient studio.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: rapid step two three four gestures.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: system complete satisfaction. Lighting: clean efficient studio.

Audio: rapid workflow rhythm, no music, clear dialogue space.
Style: speed-run tutorial cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-12,18:00 ET,,guy_meta_results
87,Guy Meta Results,B,"Free tool, no credit card.",free tool link in bio no credit card,Free tool. No credit card. 25 posts per month. 100 AI messages. Three platforms. I built iZop because I needed it. Link in bio. Try it before you decide anything.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen direct honest pitch to camera, pointing down to bio link, sincere not salesy. Subject still or slow natural movement only. Camera: slow dolly in for intimate direct address. Expression: sincere direct address. Lighting: honest direct natural light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: pointing to bio link gesture.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: honest builder smile. Lighting: honest direct natural light.

Audio: quiet sincere room tone, no music, clear dialogue space.
Style: direct address cinematic authentic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-13,09:00 ET,,guy_meta_results
88,Guy Meta Results,B,Hook formula for AI short-form.,hook formula for AI short-form,Hook formula: absurd visual plus relatable pain plus product solution. Volcano plus social media stress plus iZop handles it. Three parts. 12 seconds. Works every time.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen writing hook formula on transparent surface toward camera, three-part structure. Subject still or slow natural movement only. Camera: slow dolly out revealing formula on glass. Expression: writing formula deliberately. Lighting: clean bright teaching light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: explaining each element with finger point.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: formula mastery smile. Lighting: clean bright teaching light.

Audio: marker write sound, no music, clear dialogue space.
Style: formula reveal cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-13,18:00 ET,,guy_meta_results
89,Guy Meta Results,B,Starting from zero social presence.,starting from zero social presence today,Starting from zero social presence today? Day one: connect accounts. Day two: tell iZop your brand voice. Day three: schedule your first week. Free plan. No experience required.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen blank social profile on screen, then filling with iZop-scheduled content over time. Subject still or slow natural movement only. Camera: slow dolly in toward profile screen. Expression: blank profile starting point. Lighting: empty gray to vibrant growth.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: profile filling with content, excitement.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: zero-to-hero confidence. Lighting: empty gray to vibrant growth.

Audio: growth progression sounds, no music, clear dialogue space.
Style: zero-to-hero cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-14,09:00 ET,,guy_meta_results
90,Guy Meta Results,B,What I'd tell my past self.,what I'd tell past self about social,Past me: stop scheduling manually. Stop replying one by one. Build a system. I built iZop for you. Talk to your social media. Get your Sundays back.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen looking at old photo of stressed self on phone, then turning to camera with wisdom. Subject still or slow natural movement only. Camera: slow dolly out revealing old photo. Expression: looking at old stressed photo. Lighting: nostalgic warm to present clarity.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: turns to camera with earned wisdom.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: mentor smile. Lighting: nostalgic warm to present clarity.

Audio: reflective quiet tone, no music, clear dialogue space.
Style: reflective founder cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,,"Here's exactly how I made this:

1. Seedance timeline prompt with smooth gimbal slow push-in
2. 12-second script, one avatar reference
3. Scheduled to 8 platforms with iZop AI

Steal the prompt — comment ""PROMPT"". Free tool: izop.ai

#aiavatar #seedance2 #shortformvideo #startup #creatoreconomy",#izopai #seedance #aivideo #socialmediamanager #contentcreator,guy_meta_results,2026-08-14,18:00 ET,,guy_meta_results
91,Series Formats,AB,Day 1 of not touching my socials.,day 1 of not touching my socials,"Day 1 of not touching my socials. iZop AI is scheduling, replying, and posting across 8 platforms. I'll check in tomorrow. Follow along.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen holding up day 1 sign, relaxed confident, phone in drawer visible. Subject still or slow natural movement only. Camera: slow dolly out revealing phone in drawer. Expression: holding day 1 sign proudly. Lighting: bright optimistic morning light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, series energy.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: commitment smile. Lighting: bright optimistic morning light.

Audio: morning birds, fresh start, no music, clear dialogue space.
Style: series episode 1 cinematic vlog.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Day 1 of not touching my socials.

Follow the series — iZop runs social while you live.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=day_series

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: day 1 of not touching my socials
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,day_series,2026-08-15,09:00 ET,,day_series
92,Series Formats,AB,Day 7 of not touching my socials.,day 7 of not touching my socials,"Day 7. Haven't opened a social app. iZop handled 47 comment replies, 12 scheduled posts, and sent my weekly analytics report. This is the experiment working.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen holding day 7 sign at beach, week of freedom visible in relaxed energy. Subject still or slow natural movement only. Camera: slow aerial drone pull-out revealing beach. Expression: day 7 sign at beach, relaxed. Lighting: golden week-celebration sunlight.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in, eye-level. Expression: direct eye contact, week victory.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: freedom smile. Lighting: golden week-celebration sunlight.

Audio: beach waves, freedom, no music, clear dialogue space.
Style: series episode 7 cinematic vlog.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Day 7 of not touching my socials.

One week social-free — iZop handles everything.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=day_series

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: day 7 of not touching my socials
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,day_series,2026-08-15,18:00 ET,,day_series
93,Series Formats,AB,Day 30 of not touching my socials.,day 30 of not touching my socials,Day 30. Zero manual social media management. iZop AI ran everything for a month. 200 posts. 500 replies. Full analytics. Try it free and start your own Day 1.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen day 30 sign, montage energy of month of freedom activities behind. Subject still or slow natural movement only. Camera: slow crane up revealing month of freedom. Expression: day 30 sign triumph. Lighting: epic golden celebration light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, hero angle. Expression: direct eye contact, month victory.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: transformation pride. Lighting: epic golden celebration light.

Audio: triumph subtle undertone, no music, clear dialogue space.
Style: series finale cinematic epic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Day 30 of not touching my socials.

30 days hands-free social media — proven possible with iZop.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=day_series

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: day 30 of not touching my socials
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,day_series,2026-08-16,09:00 ET,,day_series
94,Series Formats,AB,Things I asked iZop this week #1.,things I asked iZop this week 1,Three things I asked iZop this week. One: schedule my posts. Two: reply to all comments. Three: what performed best and why. That's it. That's the whole job.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen counting on fingers three things asked iZop this week, casual listicle energy. Subject still or slow natural movement only. Camera: slow dolly out revealing couch setup. Expression: counting finger one. Lighting: warm casual living room.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: finger two and three rapid.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: listicle complete smile. Lighting: warm casual living room.

Audio: casual conversation tone, no music, clear dialogue space.
Style: listicle series cinematic UGC.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Things I asked iZop this week #1.

Three chat commands replace hours of social media work.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=things_i_asked

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: things I asked iZop this week 1
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,things_i_asked,2026-08-16,18:00 ET,,things_i_asked
